ref,is_in:district,description,operator,contact:phone,opening_hours,longitude,latitude,status,status:date,url,image
2460,松山,民有1號公園臺北市松山區民權東路3段160巷15號步道,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.547639,25.060756,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2460,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2460.JPG
2461,信義,永春公園臺北市信義區忠孝東路五段703巷1弄24號對面圓形廣場座椅、燈桿旁,工務局公園處南港管理所,+886 2 2783 3685,24/7,121.579160,25.042310,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2461,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2461.JPG
2462,松山,敦中公園臺北市松山區敦化北路4巷北側入口處右側,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.545960,25.049990,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2462,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2462.JPG
2463,松山,慶城公園臺北市松山區慶城街16巷7號對面西側入口處右側,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.546170,25.053240,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2463,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2463.JPG
2464,松山,鵬程公園臺北市松山區健康路325巷12弄28號左前方西側入口處左側,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.568550,25.055680,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2464,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2464.JPG
2465,松山,新東公園臺北市松山區民生東路5段與撫遠街交口附近北側入口處右側,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.568340,25.059020,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2465,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2465.JPG
2466,松山,寧安公園臺北市松山區寧安街60巷1號對面西側入口處右側,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.554820,25.050750,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2466,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2466.JPG
2472,松山區,饒河街觀光夜市臺北市松山區饒河街39號對面八德路4段與饒河街路口空地(牌樓前),北水處東區分處,+886 2 8770 3360,24/7,121.572596,25.050060,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2472,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2472.JPG
2701,中山,永盛公園臺北市中山區民生東路一段23巷44號對面公園入口旁/Ubike旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.525055,25.058863,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2701,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2701.JPG
2702,中山,新壽公園臺北市中山區新生北路三段11巷63號對面休憩座椅旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.530064,25.063504,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2702,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2702.JPG
2708,中山,錦州公園臺北市中山區中原街106號對面兒童遊戲場旁休息區,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.529096,25.060629,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2708,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2708.JPG
2710,中山,朱崙公園臺北市中山區龍江路55巷廁所旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.541642,25.049436,正常,20211215100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2710,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2710.JPG
2713a,中山,劍潭山親山步道臺北市中山區中山北路四段1巷1弄藍鵲平台旁,大地工程處道路步道科,+886 2 2759 3001轉3220,24/7,121.528652,25.080599,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2713a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2713a.JPG
2713b,中山,劍潭山親山步道臺北市中山區中山北路四段67號旁步道口旁,大地工程處道路步道科,+886 2 2759 3001轉3220,24/7,121.524536,25.080885,正常,20221207000000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2713b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2713b.JPG
2715,中山,興國公園臺北市中山區遼寧街177號對面洗手台旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.541634,25.053095,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2715,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2715.JPG
2716,中山,永靜公園台北市中山區中山北路2段12巷4-3號旁人行道出入口,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.521100,25.061700,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2716,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2716.JPG
2717,中山區,晴光公園臺北市中山區雙城街13巷與雙城街口兒童遊戲場旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.524554,25.064049,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2717,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2717.JPG
2718,中山區,中山捷運站廊道臺北市中山區南京西路23巷與中山北路16巷交口人行道,北水處北區分處,+886 2 2100 4100,24/7,121.520525,25.053139,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2718,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2718.JPG
2719,中山區,雙連捷運站廊道臺北市中山區民生西路66巷人行道,北水處北區分處,+886 2 2100 4100,24/7,121.520727,25.056509,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2719,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2719.JPG
2720,中山區,龍江公園臺北市中山區錦州街423號對面公園北側入口旁,工務局公園處圓山管理所,+886 2 2585 0192轉232,24/7,121.542229,25.060070,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2720,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2720.JPG
2801,士林,203號公園臺北市士林區平五街2號公廁前,工務局公園處士林園藝所,+886 2 2881 2512,24/7,121.528320,25.091600,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2801,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2801.JPG
2802,士林,福林公園臺北市士林區福林路60號對面停車場人行入口旁,工務局公園處士林園藝所,+886 2 2881 2512,24/7,121.530564,25.095796,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2802,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2802.JPG
2805,士林,百齡右岸河濱公園臺北市士林區通河東街一段3巷對面三腳渡籃球場旁,工務局水利工程處北區右岸管理站,+886 2 2720 8889#2690,24/7,121.517045,25.081309,正常,20231129100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2805,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2805.JPG
2806,士林,雙溪河濱公園臺北市士林區文林路621巷619號對面士林橋旁,工務局水利工程處北區左岸管理站,+886 2 2720 8889#2690,24/7,121.523281,25.099219,正常,20231129100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2806,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2806.JPG
2807,士林,通河街二巷綠地臺北市士林區通河街2巷兒童遊戲場旁,工務局公園處士林園藝所,+886 2 2881 2512,24/7,121.523273,25.078840,正常,20220317100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2807,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2807.JPG
2808,士林,蘭雅1號公園臺北市士林區德行東路129巷公園告示牌旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.529371,25.110103,正常,20211215100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2808,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2808.JPG
2809,士林,至誠公園臺北市士林區至誠路一段24號旁升旗台旁,工務局公園處士林園藝所,+886 2 2881 2512,24/7,121.536483,25.101330,正常,20220317100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2809,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2809.JPG
2810,士林區,故宮博物院臺北市士林區至善路2段250號對面警衛室前,國立故宮博物院,+886 2 2881 2021#2307,24/7,121.550065,25.100249,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2810,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2810.JPG
t001,大安,北水處技術科陽台臺北市大安區長興街131號技術科陽台,北水處技術科,+886 2 8733 5703,24/7,121.548869,25.014329,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t001,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t001.JPG
t004,大安,北水處總務科多功能視聽室臺北市大安區長興街131號多功能視聽室,北水處總務科,+886 2 8733 5819,24/7,121.547601,25.014614,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t004,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t004.JPG
t005,大安,北水處總務科簡報室臺北市大安區長興街131號簡報室,北水處總務科,+886 2 8733 5819,24/7,121.551012,25.015032,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t005,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t005.JPG
t006a,中正,北水處工程總隊(靠羅斯福路)臺北市中正區羅斯福路4段92號3F(靠羅斯福路),北水處工程總隊,+886 2 8369 5175,Mo-Su 08:00-18:00,121.534994,25.013748,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t006a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t006a.JPG
t006b,中正,北水處工程總隊(靠汀洲路)臺北市中正區羅斯福路4段92號3F(靠汀洲路),北水處工程總隊,+886 2 8369 5175,Mo-Su 08:00-18:00,121.534780,25.013563,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t006b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t006b.JPG
t007,中正,北水處南區分處（1F）服務中心內臺北市中正區思源路1號（1F）服務中心內,北水處南區分處,+886 2 8369 5106,Mo-Su 08:00-18:00,121.530566,25.013427,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t007,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t007.JPG
t008,中山,北水處北區分處茶水間臺北市中山區長安西路3號2樓茶水間,北水處北區分處,+886 2 2100 4100,24/7,121.521210,25.050320,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t008,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t008.JPG
t009,中正,北水處環境教育中心臺北市中正區本處環境教育中心2樓,北水處環境教育中心,+886 2 8369 5138,Mo-Su 08:00-18:00,121.531894,25.014307,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t009,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t009.JPG
t010,松山,北水處東區分處臺北市松山區光復北路266號3樓,北水處東區分處,+886 2 8770 3360,Mo-Su 08:00-18:00,121.554683,25.059163,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t010,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t010.JPG
t014,中正,自來水園區臺北市中正區思源路1號護理站外,展業科,+886 2 8369 5108,Mo-Su 8:00-18:00,121.530735,25.013345,正常,20240206100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t014,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t014.JPG
t015,中正,自來水園區臺北市中正區思源路1號思源票口後方,展業科,+886 2 8369 5108,Mo-Su 8:00-18:00,121.530215,25.013165,正常,20240206100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t015,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t015.JPG
t017,中正,北水處總隊中區工務所臺北市中正區汀州路3段230巷17號2樓,北水處總隊中區工務所,+886 2 8369 5175,Mo-Su 08:00-18:00,121.534512,25.010368,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t017,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t017.JPG
t018,大安,北水處客服中心哺乳室臺北市大安區長興街131號哺乳室,北水處客服中心,+886 2 8733 5936,Mo-Su 08:00-18:00,121.547374,25.014618,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t018,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t018.JPG
t020,松山,北水處東區分處臺北市松山區光復北路266號2樓,北水處東區分處,+886 2 8770 3360,Mo-Su 08:00-18:00,121.554656,25.059392,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t020,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t020.JPG
t022,大安,北水處供水科3樓臺北市大安區長興街131號3樓,北水處供水科,+886 2 8733 5821,Mo-Su 08:00-18:00,121.550375,25.014659,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t022,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t022.JPG
t023,中正,北水處總隊西區工務所臺北市中正區汀州路3段230巷17號1樓辦公室內,北水處總隊西區工務所,+886 2 8369 5175,Mo-Su 08:00-18:00,121.534512,25.010368,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t023,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t023.JPG
t024,大安,北水處供水科臺北市大安區長興街131號辦公室內,北水處供水科,+886 2 8733 5821,Mo-Su 08:00-18:00,121.550372,25.014620,正常,20220408100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t024,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t024.JPG
t025,新店,南區工務所新北市新店區直潭路2號直潭管理大樓2樓,北水處總隊南區工務所,+886 2 8369 5175,Mo-Su 08:30-17:30,121.528169,24.941723,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t025,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t025.JPG
t026,松山,東區工務所臺北市松山區民權東路5段41-1號2樓茶水間,北水處總隊東區工務所,+886 2 8369 5175,Mo-Su 08:30-17:30,121.567659,25.064631,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t026,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t026.JPG
t027,中山,北區營業分處臺北市中山區長安西路3號2樓服務台旁,北水處北區分處,+886 2 2100 4100,Mo-Su 08:30-17:30,121.521040,25.050320,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t027,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t027.JPG
T028a,大安,北水處淨水大樓3樓臺北市大安區長興街131號淨水大樓3樓,北水處水質科,+886 2 8733 5687,24/7,121.548567,25.014860,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=T028a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/T028a.JPG
T028b,大安,北水處淨水大樓3樓臺北市大安區長興街131號淨水大樓3樓,北水處水質科,+886 2 8733 5687,24/7,121.548567,25.014860,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=T028b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/T028b.JPG
t029,大安,北水處行政大樓臺北市大安區長興街131號北水處行政大樓2F,北水處總務科,+886 2 8733 5819,24/7,121.547806,25.014277,正常,20211213100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t029,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t029.JPG
t030,大安,北水處行政大樓臺北市大安區長興街131號北水處行政大樓3F,北水處總務科,+886 2 8733 5819,24/7,121.547960,25.014119,正常,20211213100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t030,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t030.JPG
t031,中正,南區營業分處臺北市中正區思源路1號3樓3F茶水間,北水處南區分處,+886 2 8369 5106,24/7,121.530654,25.013462,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t031,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t031.JPG
t032,中正,自來水園區臺北市中正區思源街1號哺乳室,展業科,+886 2 8369 5108,24/7,121.530561,25.013363,正常,20240206100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t032,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t032.JPG
t033,中正,自來水園區臺北市中正區思源街1號椰林小站,展業科,+886 2 8369 5108,24/7,121.530275,25.012178,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t033,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t033.JPG
t034,大安,長興淨水場臺北市大安區長興街131號辦公室1樓,北水處長興淨水場,+886 2 8733 5663,24/7,121.549744,25.015979,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t034,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t034.JPG
t035,大安,長興淨水場臺北市大安區長興街131號辦公室2樓,北水處長興淨水場,+886 2 8733 5663,24/7,121.549744,25.015979,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t035,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t035.JPG
t036,中正區,西區營業分處臺北市中正區牯嶺街38號2樓2樓樓梯口,北水處西區分處,+886 2 3343 1678#1696,Mo-Su 08:30-17:30,121.516495,25.029734,正常,20240823102000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t036,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t036.JPG
t037,中正區,西區營業分處臺北市中正區牯嶺街38號3樓3樓樓梯口,北水處西區分處,+886 2 3343 1678#1696,Mo-Su 08:30-17:30,121.516495,25.029734,正常,20240823102000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t037,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t037.JPG
t038,中正區,西區營業分處臺北市中正區牯嶺街38號5樓5樓樓梯口,北水處西區分處,+886 2 3343 1678#1696,Mo-Su 08:30-17:30,121.516495,25.029734,正常,20240823102000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t038,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t038.JPG
t039,中正區,西區營業分處臺北市中正區牯嶺街38號7樓7樓樓梯口,北水處西區分處,+886 2 3343 1678#1696,Mo-Su 08:30-17:30,121.516495,25.029734,正常,20240823102000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t039,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t039.JPG
